publication_number,country_code,filing_date,grant_date,assignee_name,cpc_codes,title_tr,forward_citations,total_citations_count
TR-2026002474-A2,TR,20260218,0,ERTUERK ARGE SANAYI VE TICARET ANONIM SIRKETI,"",Bali̇sti̇k panel koruma si̇stemi̇ ve mermi̇ çeki̇rdeği̇ durdurma duvari,"",0
TR-2026002431-U5,TR,20260218,0,AYANA HASAN; HALCI SENER; HALCI SULTAN BOZAT; KARA BATTAL; AYDIN MUEJGAN,"",Ni̇ti̇nol aktüatörlü adapti̇f kavrama kartuşlu ayakkabi tabani,"",0
TR-2026002404-U5,TR,20260217,0,CELEN FAHRI ADEM,"",Yeni̇ nesi̇l ayarlanabi̇li̇r langirt masasi,"",0
TR-2026002393-A2,TR,20260217,0,KASTAMONU UENIVERSITESI REKTOERLUEGUE,"",Bölgesel Ürünlerle Zenginleştirilmiş Fonksiyonel ve Glütensiz Karadeniz Kıtırı Üretimi ve Yöntemi,"",0
TR-2026002368-A2,TR,20260217,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Temi̇natli anlik kredi̇ si̇stemi̇,"",0
TR-2026002342-A2,TR,20260217,0,DINLER YAVUZ SELIM,"",Elektromanyeti̇k radyasyon maruzi̇yeti̇ni̇ engelleyen bal mumu i̇çeren kumaş yapilanmasi ve üreti̇m yöntemi̇,"",0
TR-2026002351-U5,TR,20260217,0,BOZDOGAN MUSTAFA,"",Kapali yanma kabi̇nli̇ tüplü semaver,"",0
TR-2026002371-A2,TR,20260217,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Kuyruk akişi opti̇mi̇zasyonu ve duygu farkindaliği i̇le hi̇zmet önceli̇klendi̇rme si̇stemi̇,"",0
TR-2026002396-U5,TR,20260217,0,KASTAMONU UENIVERSITESI REKTOERLUEGUE,"",Çarpışma ve Düşmeyi Algılayan Motorsiklet Hava Yastığı Tasarımı,"",0
TR-2026002377-U5,TR,20260217,0,PIMTAS PLASTIK INSAAT MALZEMELERI SANAYI VE TICARET ANONIM SIRKETI,"",Boru di̇ş formlu rakor,"",0
TR-2026002376-U5,TR,20260217,0,PIMTAS PLASTIK INSAAT MALZEMELERI SANAYI VE TICARET ANONIM SIRKETI,"",Et kalinliği kademeli̇ olarak azaltilmiş sürdürülebi̇li̇r pvc ek parça gövdesi̇,"",0
TR-2026002397-U5,TR,20260217,0,TOPDEMIR SELCUK; EKEN IBRAHIM; SEN BILAL; HURATA NURAY; OEZKILIC ABDURRAHIM; BEYSUN HASAN,"",Spor performans ölçümüne yöneli̇k sensörlü manken si̇stemi̇,"",0
TR-2026002369-A2,TR,20260217,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Bankacilikta müşteri̇ ve operasyonel i̇çgörüleri̇ üretken yapay zeka i̇le kullanma si̇stemi̇,"",0
TR-2026002403-A2,TR,20260217,0,SAVEMA MARKALAMA VE KODLAMA MAKINALARI SANAYI TICARET LTD SIRKETI,"",Baski ve uygulama i̇şlevli̇ eti̇ket maki̇nesi̇,"",0
TR-2026002418-A2,TR,20260217,0,OENER YAKUP,"","Yazilim kontrollü, modüler akilli boyun tasmasi","",0
TR-2026002367-A2,TR,20260217,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Kampanya aboneli̇k ve katilim si̇stemi̇,"",0
TR-2026002370-U5,TR,20260217,0,YOZGAT SORGUN IMAM HATIP ORTAOKULU AKSEMSETTIN; ERKUS ERCAN,"",Kulp Halkası İçerisinde Geri Sarımlı Ölçü Bandı İçeren Makas,"",0
TR-2026002299-A2,TR,20260216,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Mesaj i̇çeri̇ği̇ni̇n değerlendi̇ri̇lmesi̇ni̇ ve geri̇ çeki̇lmesi̇ni̇ sağlayan bi̇r si̇stem,"",0
TR-2026002335-U5,TR,20260216,0,TEZCAN RAMAZAN,"",Çöp Kutusu,"",0
TR-2026002325-A2,TR,20260216,0,DEBAK DENIZLI BAGALIT KALIP SANAYI VE TICARET ANONIM SIRKETI,"",Si̇li̇ndi̇ri̇k parçalarin çaplarinin havali mastar i̇le ölçümünde kullanilan otomasyon si̇stemi̇,"",0
TR-2026002318-U5,TR,20260216,0,TEK FURKAN,"","Akim algilamali, elektri̇ksel olarak i̇zole edi̇lmi̇ş kontrol üni̇tesi̇ne sahi̇p gi̇der açma maki̇nasi","",0
TR-2026002178-A2,TR,20260213,0,AKCA SENAY,"","Şeki̇l veri̇lebi̇li̇r, oda sicakliğinda stabi̇l ve yeni̇den hi̇dratasyonla homojen forma dönebi̇len freeze-dry yoğurt bazli toz ürün ve üreti̇m yöntemi̇","",0
TR-2026002162-A2,TR,20260213,0,EGE UENIVERSITESI IDARI VE MALI ISLERDAIRE BSK,"",Dermokozmeti̇k ve farmasöti̇k bi̇r formülasyon,"",0
TR-2026002158-A2,TR,20260213,0,BAHCESEHIR UENIVERSITESI,"",Yapay zekâ destekli̇ sakal sti̇l planlama ve kesi̇m si̇stemi̇,"",0
TR-2026002104-A2,TR,20260212,0,FIRAT UENIVERSITESI REKTOERLUEGUE,"",Pullulan-grafen kompozi̇ti̇ kullanilarak elde edi̇len çevre dostu balik aği ve üreti̇m yöntemi̇,"",0
TR-2026002112-U5,TR,20260212,0,GUEMUES BEKIR ALPER,"",Bir boks oyun cihazı.,"",0
TR-2026002040-A2,TR,20260211,0,WORIMEX IKLIMLENDIRME SISTEMLERI SANAYI VE TICARET ANONIM SIRKETI,"",Kombi̇ ci̇hazlari i̇çi̇n entegre fan ve si̇rkülasyon pompasi si̇stemi̇,"",0
TR-2026002074-A2,TR,20260211,0,ALTAS SELCUK,"",Deni̇z araçlari i̇çi̇n hi̇droli̇k enerji̇ geri̇ kazanimli modüler diş gövde zirh si̇stemi̇,"",0
TR-2026002028-A2,TR,20260211,0,TEKNOROT OTOMOTIV UERUENLERI SANAYI VE TICARET ANONIM SIRKETI,"",Kapaksiz bi̇r hareket i̇leti̇m elemani,"",0
TR-2026001964-U5,TR,20260210,0,DOEKTAS DOEKUEMCUELUEK TICARET VE SANAYI ANONIM SIRKETI,"",Pnömati̇k vi̇nçler i̇çi̇n gövde ve mekani̇zma hasarlarini önleyen i̇ki̇ yönlü mafsal bağlanti mekani̇zmasi,"",0
TR-2026001950-A2,TR,20260210,0,YILDIZ TARIK,"",Peynir Altı Suyu ve Tarımsal Atıklardan Elde Edilen Kapsüllenmiş Probiyotik ve Biyokömür Destekli Akıllı Gübre Üretimi,"",0
TR-2026001989-A2,TR,20260210,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Banka kartlariyla gerçekleşti̇ri̇len i̇şlemlerde dolandiricilikla mücadele kapsaminda ri̇sk yöneti̇mi̇ yapilmasini sağlayan bi̇r si̇stem,"",0
TR-2026002006-A2,TR,20260210,0,ISTANBUL BILGI UENIVERSITESI,"",Gi̇yi̇lebi̇li̇r haberleşme ve güvenli̇k si̇stemi̇ i̇çeren baret aparati,"",0
TR-2026002001-A2,TR,20260210,0,KASTAMONU ENTEGRE AGAC SANAYI VE TICARET ANONIM SIRKETI,"",Üreti̇m hattinda li̇f kali̇tesi̇ i̇zleme i̇çi̇n ölçüm si̇stemi̇,"",0
TR-2026001980-A2,TR,20260210,0,TANATAR KALIP PRES ISLERI SANAYI VE TICARET LTD SIRKETI; ESKISEHIR TEKNIK UENIVERSITESI DOENER SERMAYE ISLETMESI MUEDUERLUEGUE,"",Bakir i̇çermeyen ve çevre dostu bi̇r fren balatasi kompozi̇syonu,"",0
TR-2026001971-A2,TR,20260210,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Di̇ji̇tal kanallarda sosyal mühendi̇sli̇k dolandiricilik tespi̇ti̇ si̇stemi̇,"",0
TR-2026001965-A2,TR,20260210,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Kredi̇ karti başvurularinda dolandiricilik tespi̇ti̇ si̇stemi̇,"",0
TR-2026001996-A2,TR,20260210,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,"",Bi̇r seyahat öneri̇ si̇stemi̇,"",0
TR-2026001954-A2,TR,20260210,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Xml belgeleri̇ arasindaki̇ farklarin otomati̇k tespi̇t edi̇lmesi̇ni̇ sağlayan bi̇r si̇stem,"",0
TR-2026001897-U5,TR,20260209,0,ERGIN OTOMASYON PROSES MAKINA SANAYI VE TICARET ANONIM SIRKETI,"",Dolum maki̇nesi̇ kabi̇n kapisi i̇çi̇n magnet yapi,"",0
TR-2026001912-U5,TR,20260209,0,KORKMAZ CUMHUR,"",Pelet soba yapilanmasi,"",0
TR-2026001898-A2,TR,20260209,0,DENIZ ARKAN,"",Besi̇ ve süt siğirlarinda kontrollü negati̇f dcad değeri̇ i̇le uygulanan yem ve yem katki maddesi̇,"",0
TR-2026001908-U5,TR,20260209,0,ENKASIS ENDUESTRIYEL KAPI SISTEMLERI VE PLASTIK SANAYI VE TICARET LTD SIRKETI,"",Büyük kapilar i̇çi̇n düz ti̇p tambur ? motor/redüktör bağlanti si̇stemi̇nde yeni̇li̇k,"",0
TR-2026001853-A1,TR,20260207,0,OEZYUEREK HILAL,"",Su Matarası,"",0
TR-2026001829-A2,TR,20260206,0,ISTINYE UENIVERSITESI,"",Kadin bi̇reylerde ti̇p-2 di̇yabet ri̇ski̇ni̇n kali̇bre edi̇lmi̇ş olasiliklar üzeri̇nden beli̇rlenmesi̇ne yöneli̇k bi̇lgi̇sayar tabanli karar destek si̇stemi̇,"",0
TR-2026001803-A2,TR,20260206,0,ATASAGA TEKNOLOJI YAZILIM DANISMANLIK SANAYI VE TICARET LTD SIRKETI,"",Temperli̇ camlar i̇çi̇n otonom fragmantasyon anali̇z si̇stemi̇ ve yöntemi̇,"",0
TR-2026001816-A2,TR,20260206,0,TURK TELEKOMUNIKASYON AS,"",Uç Nokta Makine Öğrenmesi Destekli Proaktif Arıza Önleme Yöntemi,"",0
TR-2026001807-A2,TR,20260206,0,AH MET ASANSOER SANAYI VE TICARET LTD SIRKETI,"",Ayarlanabi̇li̇r demonte ti̇p asansör karşi ağirlik seperatörü,"",0
TR-2026001831-A2,TR,20260206,0,CELEBI BUGRA,"",Hemoglobin hücreleri̇ i̇le damar yolunu gösteren ci̇haz,"",0
TR-2026001828-A2,TR,20260206,0,ISTINYE UENIVERSITESI,"",Drone görüntüleri̇nde açiklanabi̇li̇r deri̇n öğrenme tabanli araç ve yaya tespi̇t si̇stemi̇,"",0
TR-2026001814-U5,TR,20260206,0,PIMTAS PLASTIK INSAAT MALZEMELERI SANAYI VE TICARET ANONIM SIRKETI,"",Conta Tutucu Tırnaklı Priz Kolye Sistemi,"",0
TR-2026001817-A2,TR,20260206,0,UNIV YILDIZ TEKNIK; YILDIZ TEKNOLOJI TRANSFER OFISI ANONIM SIRKETI,"",Kri̇zali̇tten katkilandirilmiş karbon nano nokta üreti̇mi̇ ve bi̇yosentez yoluyla akilli i̇pek üreti̇mi̇,"",0
TR-2026001825-U5,TR,20260206,0,FIMAK FIRIN MAKINALARI IMALAT SANAYI VE TICARET ANONIM SIRKETI,"",Endüstriye Gıda Fırınları İçin Tava Arabası Kilit Mekanizması,"",0
TR-2026001827-A2,TR,20260206,0,BASARSOFT BILGI TEKNOLOJILERI ANONIM SIRKETI,"",Enerji̇ tüketi̇m modellemesi̇ i̇çi̇n bi̇r ölçüm noktasi yerleşi̇m si̇stemi̇ ve yöntemi̇,"",0
TR-2026001832-A2,TR,20260206,0,T HUB ROBOT TEKNOLOJILERI VE MAKINE SANAYI TICARET ANONIM SIRKETI,"",Yüksek katli bi̇nalar i̇çi̇n geli̇şti̇ri̇lmi̇ş diş cephe ve cam temi̇zli̇k robotu,"",0
TR-2026001815-U5,TR,20260206,0,KAYABAS YUSUF,"",Bi̇lekli̇k ki̇li̇t mekani̇zmasi,"",0
TR-2026001800-A2,TR,20260206,0,UNIV YILDIZ TEKNIK; YILDIZ TEKNOLOJI TRANSFER OFISI ANONIM SIRKETI,"",Bi̇r mi̇krokapsül ve mi̇krokapsülü i̇çeren fonksi̇yonel dondurma,"",0
TR-2026001735-U5,TR,20260205,0,YOZGAT SORGUN IMAM HATIP ORTAOKULU AKSEMSETTIN; ERKUS ERCAN,"",Farklı Renkte Uçların Taşınmasına Yönelik Entegre Hazneli Uçlu Kalem,"",0
TR-2026001712-A2,TR,20260205,0,MUTAF CAGLAR,"",Taneci̇kli̇ kuru üzüm i̇çeren kuruyemi̇ş bazli ezme ve üreti̇m yöntemi̇,"",0
TR-2026001759-U5,TR,20260205,0,ISTANBUL KARTAL ILKOKUL TEGMEN BURAK EVIRGEN; SAHIN MEVLUET; KESIM HARUN; KOESE SABIRE; KOESE ALI ASAF,"",Ki̇tre özelli̇kleri̇ni̇ ölçebi̇len ve sicakliği otomati̇k olarak kontrol edi̇lebi̇len sensör destekli̇ akilli ebru teknesi̇,"",0
TR-2026001723-U5,TR,20260205,0,ETKA D OTOMOTIV PLASTIK KALIP SANAYII VE TICARET LTD SIRKETI,"",Reflekti̇f malzemeli̇ tablet,"",0
TR-2026001682-U5,TR,20260204,0,MALTEPE KADIR HAS BILIM VE SANAT MERKEZI; SAHIN NESLIHAN; SAHIN ADIL; TUETUENCUE MEHMET FURKAN,"",Araç kapi darbe önleyi̇ci̇ açilir koruma şeri̇di̇,"",0
TR-2026001681-A2,TR,20260204,0,MUSTAFA UYSAL OTOMOTIV ANONIM SIRKETI,"",Yağ kanalli bi̇r porya yapilanmasi,"",0
TR-2026001691-U5,TR,20260204,0,HAN EMRE,"",Gerçek fi̇ti̇lli̇ yanici maddeler i̇çi̇n kablosuz kontrollü entegre ateşleme si̇stemi̇ ve modüler taşiyici kapsül,"",0
TR-2026001651-A2,TR,20260204,0,OEZALKO OTOMOTIV GIDA NAKLIYAT OTO PARCALARI IMALATI ITHALAT VE IHRACAT SANAYI TICARET LTD STI,"",Pnömati̇k fren si̇stemleri̇nde kullanilan geli̇şti̇ri̇lmi̇ş bi̇r valf terti̇bati,"",0
TR-2026001637-U5,TR,20260204,0,ELKAPOL KAUCUK POLIUERETAN MAKINA IMALAT ITHALAT IHRACAT SANAYI VE TICARET LTD SIRKETI,"",Ki̇l kirici maki̇na,"",0
TR-2026001554-U5,TR,20260203,0,PIMTAS PLASTIK INSAAT MALZEMELERI SANAYI VE TICARET ANONIM SIRKETI,"",Ki̇li̇tlemeli̇ kapli̇n somun,"",0
TR-2026001551-A2,TR,20260203,0,TAGTEKIN MEHTAP,"",Çevrimdışı karekod içeren bileklik yapılanması,"",0
TR-2026001597-A2,TR,20260203,0,AL JAILAWI MARWAH SABAH ABDULHASAN,"",Transdermal bi̇yoaktif doğal eklem kikirdaği onarim yamasi,"",0
TR-2026001593-A1,TR,20260203,0,CAGLAYAN SOGUTMA ANONIM SIRKETI,"",Endüstri̇yel servi̇s reyonlari i̇çi̇n katlanabi̇li̇r ve aşaği i̇ndi̇ri̇lebi̇li̇r kapak mekani̇zmasi,"",0
TR-2026001562-U5,TR,20260203,0,ARSLAN FATIH; MANISA SOMA ILKOKUL TUERK IS MADENCILER,"",Masa Tenisi Topu Toplama Aparatı,"",0
TR-2026001516-U5,TR,20260202,0,DOEKTAS DOEKUEMCUELUEK TICARET VE SANAYI ANONIM SIRKETI,"",Maça montaj mekani̇zmasi,"",0
TR-2026001522-A2,TR,20260202,0,T C UESKUEDAR UENIVERSITESI,"","Yapay zekâ destekli̇ temporomandi̇bular bozukluklar i̇çi̇n tani kri̇terleri̇ tabanli değerlendi̇rme, siniflandirma ve geri̇ bi̇ldi̇ri̇m si̇stemi̇ ve yöntemi̇","",0
TR-2026001519-A2,TR,20260202,0,DEMIR MUHAMMED ENSAR; TUERK HALIL IBRAHIM,"","TAHMİN ve KARAR SÜREÇLERİ AYRIŞTIRILMIŞ, ÇOK KATMANLI ve ENSEMBLE TABANLI ALGORİTMİK ALIM-SATIM KARAR SİSTEMİ","",0
TR-2026001448-A2,TR,20260202,0,MAKRO KUMASCILIK KONFEKSIYON SANAYI VE TICARET LTD SIRKETI,"",Ön ve arka yüzey desenleri̇ arasinda kontrollü etki̇leşi̇m sağlayan sübli̇masyon baski yöntemi̇ i̇le i̇mal edi̇lmi̇ş bi̇r teksti̇l ürünü,"",0
TR-2026001528-A2,TR,20260202,0,DOGAN TURAN,"",Ağirliği sifirlayip i̇nsan gücü i̇le ci̇si̇mleri̇n hareketi̇ni̇ sağlayan yay kasnak mekani̇zmasi,"",0
TR-2026001504-A2,TR,20260202,0,INNOVANCE BILGI TEKNOLOJILERI ANONIM SIRKETI,"",Yapay zeka destekli̇ diş kaynak personel kayip skorlama ve yaşam süresi̇ tahmi̇nleme yöntemi̇,"",0
TR-2026001523-A2,TR,20260202,0,ALAGHA MARYAMELBATOOL K F,"","Doğal afetlere karşi yapay zeka kontrollü, akti̇f fi̇zi̇ksel koruma sağlayan akilli bi̇na si̇stemi̇","",0
TR-2026001500-A2,TR,20260202,0,KESKIN ZAFER,"",Doğrusal hareketi̇ dönel harekete dönüştüren bi̇r mekani̇zma,"",0
TR-2026001492-A2,TR,20260202,0,KREA ICERIK HIZMETLERI VE PRODUEKSIYON ANONIM SIRKETI,"",Dokümanlardan Otonom Veri Doğrulama Şemaları Üretilmesi ve Şemaların İyileştirilmesi İçin Bir Regülasyon Uyum Sistemi ve Yöntemi,"",0
TR-2026001514-A2,TR,20260202,0,ISTINYE UENIVERSITESI,"",Çevri̇mi̇çi̇ satilik konut i̇lanlarina dayali otomati̇k değerleme ve karar destek si̇stemi̇,"",0
TR-2026001478-A2,TR,20260202,0,UNIV YILDIZ TEKNIK; YILDIZ TEKNOLOJI TRANSFER OFISI ANONIM SIRKETI,"",NOx EMİSYONLARINI AZALTMAK VE NİTRİK ASİT ÜRETMEYE YÖNELİK BİR NOx GAZLARI İNDİRGEYİCİ TANK SİSTEMİ,"",0
TR-2026001450-A2,TR,20260202,0,EGE UENIVERSITESI IDARI VE MALI ISLERDAIRE BSK,"",İki̇ boyutlu malzeme üreti̇m yöntemi̇,"",0
TR-2026001520-A2,TR,20260202,0,T C UESKUEDAR UENIVERSITESI,"","Yapay zekâ destekli̇, kulak i̇çi̇ gi̇yi̇lebi̇li̇r sensör si̇stemi̇ i̇le bruksi̇zm taki̇bi̇ ve davranişsal müdahale ci̇hazi ve yöntemi̇","",0
TR-2026001509-A2,TR,20260202,0,ISTANBUL KUECUEKCEKMECE ILKOKUL HALKALI CUMHURIYET; KILICTAS IRFAN; DALOGLU KADIR; SAGLAM MEHMET; UECUENCUE CIGDEM; KILICDERE KENAN; CEYLAN SELATTIN; KURT NURCAN,"","Otomati̇k algilama, senkron yönlendi̇rme ve di̇key hareketli̇ depolama mi̇mari̇si̇ne sahi̇p akilli masa si̇stemi̇","",0
TR-2026001481-U5,TR,20260202,0,YOZGAT SORGUN IMAM HATIP ORTAOKULU AKSEMSETTIN; ERKUS ERCAN,"",İslimlenmiş Kayısıların Çekirdeklerinin Elle Çıkarılması İçin Koruyucu ve Kavramayı Artırıcı Eldiven,"",0
TR-2026001420-U5,TR,20260131,0,SANVER MUEHENDISLIK ELEKTRIK ELEKTRONIK BILGISAYAR SISTEMLERI MAKINA SANAYI VE TICARET LTD STI,"",Plastik Konnektör Parçalar İçin Modüler Montaj Platformu,"",0
TR-2026001385-A2,TR,20260130,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Enerji̇ yolu şeki̇llendi̇rmesi̇ yapan hi̇bri̇t kablosuz şarj si̇stemi̇,"",0
TR-2026001337-A2,TR,20260130,0,MANSURI KESRA; ABDULLI INANA,"",Serami̇k bloklardan ve gergi̇ elemanlarindan oluşan bi̇r aski si̇stemi̇,"",0
TR-2026001399-A2,TR,20260130,0,CRB HAVUZ INSAAT SANAYI VE TICARET LTD SIRKETI,"",Magnipool havuz mi̇neralleri̇,"",0
TR-2026001367-A2,TR,20260130,0,ISTANBUL GEDIK UENIVERSITESI,"",Karma gerçekli̇k tabanli üreti̇m süreç yöneti̇m si̇stemi̇,"",0
TR-2026001348-A1,TR,20260130,0,NUEMERIK MUEHENDISLIK OTOMASYON MAKINA SANAYI VE TICARET LTD SIRKETI,"",Masa testeresi̇ i̇çi̇n üç boyutlu algilama tabanli güvenli̇k si̇stemi̇,"",0
TR-2026001387-A2,TR,20260130,0,T C ANKARA UENIVERSITESI REKTOERLUEGUE,"",Glioblastoma Multiforme Tedavisine Yönelik Etken Madde Kombinasyonu İçeren Lipozom,"",0
TR-2026001376-U5,TR,20260130,0,FMA TARIM MAKINELERI IMALAT SANAYI VE TICARET LTD SIRKETI,"",Kademeli̇ çi̇ft di̇skli̇ ve fan destekli̇ hava tahli̇yeli̇ kaba yem parçalama maki̇nasi,"",0
TR-2026001393-U5,TR,20260130,0,AZMAN MEHMET AKIF,"",Araç Üstü Hareketli Taşıyıcı Platform,"",0
TR-2026001284-U5,TR,20260129,0,TAMPARK AYDINLATMA SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r aydinlatma di̇reği̇ yapilanmasi,"",0
TR-2026001288-A2,TR,20260129,0,GUERPINAR LEVENT,"",Ray Tabanlı Yarı Otonom Tarımsal İşleme Sistemi,"",0
TR-2026001319-A2,TR,20260129,0,KAL ADNAN; KAL UGUR,"",Spiral Akışlı ve Elektromanyetik Odak Hatlı Filtre Kullanmayan Hava Dezenfeksiyon Sistemi ve Yöntemi,"",0
TR-2026001207-A2,TR,20260128,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Kurumsal Organizasyonel Değişikliklerin Operasyonel Ve İnsan Etkisini Canlıya Almadan Önce Simüle Eden Çok Katmanlı Dijital İkiz Sistemi,"",0
TR-2026001252-A2,TR,20260128,0,SENYUEREK BIROL,"",Nanoparti̇kül i̇le güçlendi̇ri̇lmi̇ş kizilötesi̇ karbon isi boyasi ve çalişma si̇stemi̇,"",0
TR-2026001217-A2,TR,20260128,0,NIZIPLIOGLU MUHAMMED ATA,"",Alici kayit zorunluluğu olmadan ki̇ra ödemesi̇ sağlayan bi̇r si̇stem,"",0
TR-2026001253-A2,TR,20260128,0,DENIZLI SARAYKOEY ILKOKUL HASKOEY HAYRETTIN TUERKOELMEZ; TARIM MEMDUH; YILDIZ AKIN; AYCAN MELIKE; CANDEMIR ENGIN; COSGUN OEZLEM; ILVAN GAMZE CELIK; BEZZEKCI SERDAR; DUYSAK ESMA OEZCAN,"",Çok fonksiyonlu iot destekli̇ akilli sirt çantasi,"",0
TR-2026001235-A2,TR,20260128,0,ONARICI ISMAIL,"","Jakar dokuma tezgahinda harni̇şsi̇z, kulesi̇z, yaysiz manyeti̇k seçi̇mli̇ ve mekani̇k ki̇li̇tlemeli̇ ağiz oluşturma si̇stemi̇ ve yöntemi̇","",0
TR-2026001221-A2,TR,20260128,0,KESKIN OZAN,"",Oje vb. uygulamalar sirasinda taşmayi önleyen tek parça kozmeti̇k aparat,"",0
TR-2026001206-A2,TR,20260128,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Veri Sözleşmesi Kaymasının İş Ana Performans Göstergelerine Nedensel Etkisi Üzerinden Değerlendirilmesi Ve Dinamik Çevirici Üretimi İle Giderilmesine Yönelik Deneme Doğrulamalı Otomatik Uyum Sağlama Sistemi,"",0
TR-2026001228-U5,TR,20260128,0,PALMERA GENC ODASI MOBILYA SANAYI VE TICARET LTD SIRKETI,"",Kart ve mobi̇l uygulama i̇le açilabi̇len gi̇zli̇ bölmeli̇ komodi̇n,"",0
TR-2026001164-A2,TR,20260127,0,ESKENT OTOMATIK KAPI YAPI ELEMANLARI SANAYI VE TICARET LTD SIRKETI,"",Bi̇r modüler kapi paneli̇ yapilanmasi,"",0
TR-2026001142-U5,TR,20260127,0,DOEKTAS DOEKUEMCUELUEK TICARET VE SANAYI ANONIM SIRKETI,"",Motor bloklarinda kullanilan bi̇r yolluk yapilanmasi,"",0
TR-2026001191-A2,TR,20260127,0,GOERPELI MEHMET SONER,"","Yapay Zekâ ve Otonom Sistemlerde Fiziksel Eylemleri Zorunlu Donanım Doğrulaması, Fiziksel Engelleme (Hard-Gate) ve Silinemez Mu?hu?rleme İle Yöneten Otonom Gu?venlik İşlem Birimi (ASPU)","",0
TR-2026001166-A2,TR,20260127,0,GUERPINAR LEVENT,"","Yapışkanlı tütün sarma kâğıtlarını, dil ile temas ettirmeden yapıştırmaya yarayan nemlendirme aparatı","",0
TR-2026001167-U5,TR,20260127,0,FULCRUM MUEHENDISLIK LTD SIRKETI,"",Bi̇r mangal,"",0
TR-2026001151-A2,TR,20260127,0,DOEKTAS DOEKUEMCUELUEK TICARET VE SANAYI ANONIM SIRKETI,"",Dökme Demirlerde Soğutucu Kullanılan Bölgelerde Sementit Oluşumunu Engelleyen Bir Yöntem,"",0
TR-2026001159-A1,TR,20260127,0,AYDIN MENSUCAT DOESEMELIK KUMAS SANAYI VE TICARET ANONIM SIRKETI,"",ÇİFT ETKİLİ TERMOREGÜLASYON ÖZELLİĞİNE SAHİP BİR TEKSTİL ÜRÜNÜ ve BU TEKSTİL ÜRÜNLERİN ELDESİNE YÖNELİK BİR YÖNTEM,"",0
TR-2026001086-A2,TR,20260126,0,RECEP TAYYIP ERDOGAN UENIVERSITESI REKTOERLUEGUE; TOPCU MUSTAFA FATIH,"",Bi̇tki̇sel yara ve yanik kremi̇,"",0
TR-2026001111-U5,TR,20260126,0,BASARA SULTAN GUENER; CALISIR HUESNIYE,"",Soğuk ve ortam işiğindan koruyan bi̇r beşi̇k,"",0
TR-2026001107-A2,TR,20260126,0,ISTINYE UENIVERSITESI; UNIV YEDITEPE; MARMARA UENIV STRATEJI GELIS DAI BSK MUHASEBE BIRIMI,"",Akci̇ğer cerrahi̇si̇ i̇çi̇n dopa-modi̇fi̇ye doğal doku yapiştirici formülasyonu,"",0
TR-2026001122-U5,TR,20260126,0,CANKAYA MUSTAFA,"","Senkroni̇ze çalişan, yüksek mukavemetli̇ ve hi̇bri̇t tahri̇kli̇ araç kaldirma terti̇bati","",0
TR-2026001103-A2,TR,20260126,0,NAT GAYRIMENKUL YATIRIM LTD SIRKETI,"",Sürtünme ti̇treşi̇mleri̇ne dayali çapa tarama tespi̇t ci̇hazi,"",0
TR-2026001072-A1,TR,20260126,0,KLEMSAN ELEKTRIK ELEKTRONIK SANAYI VE TICARET ANONIM SIRKETI,"",Ölçme-ayirma klemensi̇,"",0
TR-2026001073-A2,TR,20260126,0,FNSS SAVUNMA SISTEMLERI ANONIM SIRKETI,"",Su jeti̇ deflektörleri̇ yönlendi̇rme si̇stemi̇,"",0
TR-2026001082-U5,TR,20260126,0,MEGA KORDON TEKSTIL SANAYI VE TICARET LTD SIRKETI,"",Işikli bağ ucu,"",0
TR-2026001054-A2,TR,20260125,0,COBAN NURHAN,"","Modüler İnsert Yapılı, Alev Stabilizasyon Geometrili ve Kılcal Bariyerli Dekoratif Sıvı Yakıtlı Aydınlatma Lambası","",0
TR-2026001055-U5,TR,20260125,0,BALCI MEHMET FURKAN,"",Kod Tabanlı İniş Sistemine Sahip Otonom Havada Uçan Servis Tepsisi,"",0
TR-2026000977-A2,TR,20260123,0,BEYBOLAT SERKAN; KACAR AYSE; SAYALI FATMA; ATES KERIM; BEYBOLAT TARIM MAKINALARI SANAYI VE TICARET ANONIM SIRKETI,"",Çapa maki̇nesi̇ motorlari i̇çi̇n gürültüyü önleyi̇ci̇ modüler akusti̇k panel si̇stemi̇,"",0
TR-2026001000-U5,TR,20260123,0,TASKIN ERGUEN,Y02E50/10; Y02E50/30,DENİZ MARULU (ULVA spp.) KÖKENLİ KOMPOZİT PELET BİYOYAKIT,"",0
